/home/lihaoyang/anaconda3/envs/SRNet/lib/python3.9/site-packages/torch/functional.py:512: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /home/conda/feedstock_root/build_artifacts/libtorch_1716578970623/work/aten/src/ATen/native/TensorShape.cpp:3587.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
Hidden Images Shape: torch.Size([4, 6, 14, 14])
vKANPDE(
  (u_model): DiffMLP(
    (model): Sequential(
      (0): Linear(in_features=5, out_features=100, bias=True)
      (1): ReLU()
      (2): Linear(in_features=100, out_features=100, bias=True)
      (3): ReLU()
      (4): Linear(in_features=100, out_features=100, bias=True)
      (5): ReLU()
      (6): Linear(in_features=100, out_features=100, bias=True)
      (7): ReLU()
      (8): Linear(in_features=100, out_features=100, bias=True)
      (9): ReLU()
      (10): Linear(in_features=100, out_features=100, bias=True)
      (11): ReLU()
      (12): Linear(in_features=100, out_features=1, bias=True)
    )
  )
  (pde_model): KAN(
    (biases): ModuleList(
      (0): Linear(in_features=3, out_features=1, bias=False)
      (1): Linear(in_features=1, out_features=1, bias=False)
    )
    (act_fun): ModuleList(
      (0-1): 2 x KANLayer(
        (base_fun): SiLU()
      )
    )
    (base_fun): SiLU()
    (symbolic_fun): ModuleList(
      (0-1): 2 x Symbolic_KANLayer()
    )
  )
)
Input data shape: 6 torch.Size([4704]) U shape: torch.Size([4, 6, 14, 14])
Train vKANPDE:   0%|          | 0/10000 [00:00<?, ?it/s]/home/lihaoyang/anaconda3/envs/SRNet/lib/python3.9/site-packages/torch/autograd/graph.py:744: UserWarning: Attempting to run cuBLAS, but there was no current CUDA context! Attempting to set the primary context... (Triggered internally at /home/conda/feedstock_root/build_artifacts/libtorch_1716578970623/work/aten/src/ATen/cuda/CublasHandlePool.cpp:135.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
/home/lihaoyang/anaconda3/envs/SRNet/lib/python3.9/site-packages/kornia/filters/sobel.py:51: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at /home/conda/feedstock_root/build_artifacts/libtorch_1716578970623/work/aten/src/ATen/native/cudnn/Conv_v8.cpp:919.)
  out = F.conv2d(padded_inp, tmp_kernel, groups=1, padding=0, stride=1)
Train vKANPDE:   0%|          | 0/10000 [00:00<?, ?it/s, step_loss=1.11, step_pd_loss=0.29, step_pde_loss=0.00114, step_regularization=0, step_u_loss=0.823]
Train vKANPDE:  19%|█▉        | 1924/10000 [00:56<03:10, 42.39it/s, step_loss=0.169, step_pd_loss=0.0596, step_pde_loss=0.000593, step_regularization=0.00861, step_u_loss=0.109]
Train vKANPDE:  19%|█▉        | 1929/10000 [00:56<03:10, 42.32it/s, step_loss=0.169, step_pd_loss=0.0596, step_pde_loss=0.000593, step_regularization=0.00861, step_u_loss=0.109]
Train vKANPDE:  19%|█▉        | 1929/10000 [00:56<03:10, 42.32it/s, step_loss=0.174, step_pd_loss=0.0618, step_pde_loss=0.000548, step_regularization=0.00861, step_u_loss=0.111]
Train vKANPDE:  19%|█▉        | 1929/10000 [00:56<03:10, 42.32it/s, step_loss=0.163, step_pd_loss=0.0595, step_pde_loss=0.000325, step_regularization=0.00909, step_u_loss=0.103]
Train vKANPDE:  19%|█▉        | 1929/10000 [00:56<03:10, 42.32it/s, step_loss=0.172, step_pd_loss=0.0601, step_pde_loss=0.000273, step_regularization=0.00907, step_u_loss=0.111]
Train vKANPDE:  19%|█▉        | 1929/10000 [00:56<03:10, 42.32it/s, step_loss=0.178, step_pd_loss=0.0632, step_pde_loss=0.000613, step_regularization=0.00863, step_u_loss=0.114]
Train vKANPDE:  19%|█▉        | 1929/10000 [00:56<03:10, 42.32it/s, step_loss=0.181, step_pd_loss=0.0596, step_pde_loss=0.000572, step_regularization=0.00863, step_u_loss=0.12] 
Train vKANPDE:  19%|█▉        | 1934/10000 [00:56<03:02, 44.11it/s, step_loss=0.181, step_pd_loss=0.0596, step_pde_loss=0.000572, step_regularization=0.00863, step_u_loss=0.12]
Train vKANPDE:  19%|█▉        | 1934/10000 [00:56<03:02, 44.11it/s, step_loss=0.203, step_pd_loss=0.0696, step_pde_loss=0.000302, step_regularization=0.00908, step_u_loss=0.134]
Train vKANPDE:  19%|█▉        | 1934/10000 [00:56<03:02, 44.11it/s, step_loss=0.18, step_pd_loss=0.0577, step_pde_loss=0.000252, step_regularization=0.00905, step_u_loss=0.122] 
Train vKANPDE:  19%|█▉        | 1934/10000 [00:56<03:02, 44.11it/s, step_loss=0.193, step_pd_loss=0.0658, step_pde_loss=0.000629, step_regularization=0.00863, step_u_loss=0.126]
Train vKANPDE:  19%|█▉        | 1934/10000 [00:56<03:02, 44.11it/s, step_loss=0.173, step_pd_loss=0.0589, step_pde_loss=0.000582, step_regularization=0.00862, step_u_loss=0.114]
Train vKANPDE:  19%|█▉        | 1934/10000 [00:56<03:02, 44.11it/s, step_loss=0.179, step_pd_loss=0.0623, step_pde_loss=0.000296, step_regularization=0.00905, step_u_loss=0.116]
Train vKANPDE:  19%|█▉        | 1939/10000 [00:56<03:03, 43.82it/s, step_loss=0.179, step_pd_loss=0.0623, step_pde_loss=0.000296, step_regularization=0.00905, step_u_loss=0.116]
Train vKANPDE:  19%|█▉        | 1939/10000 [00:56<03:03, 43.82it/s, step_loss=0.172, step_pd_loss=0.0599, step_pde_loss=0.000254, step_regularization=0.00902, step_u_loss=0.112]
Train vKANPDE:  19%|█▉        | 1939/10000 [00:56<03:03, 43.82it/s, step_loss=0.174, step_pd_loss=0.0586, step_pde_loss=0.000606, step_regularization=0.00861, step_u_loss=0.115]
Train vKANPDE:  19%|█▉        | 1939/10000 [00:56<03:03, 43.82it/s, step_loss=0.186, step_pd_loss=0.0685, step_pde_loss=0.000548, step_regularization=0.0086, step_u_loss=0.117] 
Train vKANPDE:  19%|█▉        | 1939/10000 [00:56<03:03, 43.82it/s, step_loss=0.177, step_pd_loss=0.0585, step_pde_loss=0.000349, step_regularization=0.00909, step_u_loss=0.119]
Train vKANPDE:  19%|█▉        | 1939/10000 [00:56<03:03, 43.82it/s, step_loss=0.178, step_pd_loss=0.0641, step_pde_loss=0.000316, step_regularization=0.00906, step_u_loss=0.114]
Train vKANPDE:  19%|█▉        | 1944/10000 [00:56<03:06, 43.23it/s, step_loss=0.178, step_pd_loss=0.0641, step_pde_loss=0.000316, step_regularization=0.00906, step_u_loss=0.114]
Train vKANPDE:  19%|█▉        | 1944/10000 [00:57<03:06, 43.23it/s, step_loss=0.17, step_pd_loss=0.0594, step_pde_loss=0.000547, step_regularization=0.00858, step_u_loss=0.11]  
Train vKANPDE:  19%|█▉        | 1944/10000 [00:57<03:06, 43.23it/s, step_loss=0.166, step_pd_loss=0.0602, step_pde_loss=0.000495, step_regularization=0.00857, step_u_loss=0.105]
Train vKANPDE:  19%|█▉        | 1944/10000 [00:57<03:06, 43.23it/s, step_loss=0.165, step_pd_loss=0.0595, step_pde_loss=0.000383, step_regularization=0.00908, step_u_loss=0.105]
Train vKANPDE:  19%|█▉        | 1944/10000 [00:57<03:06, 43.23it/s, step_loss=0.164, step_pd_loss=0.0576, step_pde_loss=0.00034, step_regularization=0.00906, step_u_loss=0.106] 
Train vKANPDE:  19%|█▉        | 1944/10000 [00:57<03:06, 43.23it/s, step_loss=0.174, step_pd_loss=0.0634, step_pde_loss=0.000537, step_regularization=0.00859, step_u_loss=0.11]
Train vKANPDE:  19%|█▉        | 1949/10000 [00:57<03:07, 43.00it/s, step_loss=0.174, step_pd_loss=0.0634, step_pde_loss=0.000537, step_regularization=0.00859, step_u_loss=0.11]
Train vKANPDE:  19%|█▉        | 1949/10000 [00:57<03:07, 43.00it/s, step_loss=0.163, step_pd_loss=0.0577, step_pde_loss=0.000493, step_regularization=0.00857, step_u_loss=0.105]
Train vKANPDE:  19%|█▉        | 1949/10000 [00:57<03:07, 43.00it/s, step_loss=0.164, step_pd_loss=0.0591, step_pde_loss=0.00038, step_regularization=0.00906, step_u_loss=0.104] 
Train vKANPDE:  19%|█▉        | 1949/10000 [00:57<03:07, 43.00it/s, step_loss=0.161, step_pd_loss=0.0586, step_pde_loss=0.000334, step_regularization=0.00903, step_u_loss=0.102]
Train vKANPDE:  19%|█▉        | 1949/10000 [00:57<03:07, 43.00it/s, step_loss=0.164, step_pd_loss=0.0601, step_pde_loss=0.000543, step_regularization=0.00857, step_u_loss=0.104]
Train vKANPDE:  19%|█▉        | 1949/10000 [00:57<03:07, 43.00it/s, step_loss=0.161, step_pd_loss=0.0587, step_pde_loss=0.000499, step_regularization=0.00856, step_u_loss=0.102]
Train vKANPDE:  20%|█▉        | 1954/10000 [00:57<03:09, 42.44it/s, step_loss=0.161, step_pd_loss=0.0587, step_pde_loss=0.000499, step_regularization=0.00856, step_u_loss=0.102]
Train vKANPDE:  20%|█▉        | 1954/10000 [00:57<03:09, 42.44it/s, step_loss=0.159, step_pd_loss=0.0572, step_pde_loss=0.000374, step_regularization=0.00903, step_u_loss=0.102]
Train vKANPDE:  20%|█▉        | 1954/10000 [00:57<03:09, 42.44it/s, step_loss=0.162, step_pd_loss=0.0602, step_pde_loss=0.00033, step_regularization=0.009, step_u_loss=0.101]   
Train vKANPDE:  20%|█▉        | 1954/10000 [00:57<03:09, 42.44it/s, step_loss=0.159, step_pd_loss=0.0589, step_pde_loss=0.000543, step_regularization=0.00854, step_u_loss=0.1]
Train vKANPDE:  20%|█▉        | 1954/10000 [00:57<03:09, 42.44it/s, step_loss=0.161, step_pd_loss=0.0593, step_pde_loss=0.000495, step_regularization=0.00852, step_u_loss=0.101]
Train vKANPDE:  20%|█▉        | 1954/10000 [00:57<03:09, 42.44it/s, step_loss=0.158, step_pd_loss=0.0581, step_pde_loss=0.00038, step_regularization=0.00901, step_u_loss=0.0991]
Train vKANPDE:  20%|█▉        | 1959/10000 [00:57<03:13, 41.47it/s, step_loss=0.158, step_pd_loss=0.0581, step_pde_loss=0.00038, step_regularization=0.00901, step_u_loss=0.0991]
Train vKANPDE:  20%|█▉        | 1959/10000 [00:57<03:13, 41.47it/s, step_loss=0.161, step_pd_loss=0.0598, step_pde_loss=0.000336, step_regularization=0.00897, step_u_loss=0.101]
Train vKANPDE:  20%|█▉        | 1959/10000 [00:57<03:13, 41.47it/s, step_loss=0.16, step_pd_loss=0.058, step_pde_loss=0.00054, step_regularization=0.00849, step_u_loss=0.101]   
Train vKANPDE:  20%|█▉        | 1959/10000 [00:57<03:13, 41.47it/s, step_loss=0.166, step_pd_loss=0.062, step_pde_loss=0.0005, step_regularization=0.00848, step_u_loss=0.104]
Train vKANPDE:  20%|█▉        | 1959/10000 [00:57<03:13, 41.47it/s, step_loss=0.168, step_pd_loss=0.0585, step_pde_loss=0.000371, step_regularization=0.00897, step_u_loss=0.109]
Train vKANPDE:  20%|█▉        | 1959/10000 [00:57<03:13, 41.47it/s, step_loss=0.196, step_pd_loss=0.0683, step_pde_loss=0.000312, step_regularization=0.00893, step_u_loss=0.127]
Train vKANPDE:  20%|█▉        | 1964/10000 [00:57<03:13, 41.54it/s, step_loss=0.196, step_pd_loss=0.0683, step_pde_loss=0.000312, step_regularization=0.00893, step_u_loss=0.127]
Train vKANPDE:  20%|█▉        | 1964/10000 [00:57<03:13, 41.54it/s, step_loss=0.199, step_pd_loss=0.0605, step_pde_loss=0.000571, step_regularization=0.00848, step_u_loss=0.138]
Train vKANPDE:  20%|█▉        | 1964/10000 [00:57<03:13, 41.54it/s, step_loss=0.267, step_pd_loss=0.0801, step_pde_loss=0.000539, step_regularization=0.00846, step_u_loss=0.187]
Train vKANPDE:  20%|█▉        | 1964/10000 [00:57<03:13, 41.54it/s, step_loss=0.19, step_pd_loss=0.0583, step_pde_loss=0.000331, step_regularization=0.00896, step_u_loss=0.131] 
Train vKANPDE:  20%|█▉        | 1964/10000 [00:57<03:13, 41.54it/s, step_loss=0.176, step_pd_loss=0.062, step_pde_loss=0.000278, step_regularization=0.00893, step_u_loss=0.114]
Train vKANPDE:  20%|█▉        | 1964/10000 [00:57<03:13, 41.54it/s, step_loss=0.175, step_pd_loss=0.0632, step_pde_loss=0.000595, step_regularization=0.00845, step_u_loss=0.111]
Train vKANPDE:  20%|█▉        | 1969/10000 [00:57<03:11, 41.91it/s, step_loss=0.175, step_pd_loss=0.0632, step_pde_loss=0.000595, step_regularization=0.00845, step_u_loss=0.111]
Train vKANPDE:  20%|█▉        | 1969/10000 [00:57<03:11, 41.91it/s, step_loss=0.192, step_pd_loss=0.0594, step_pde_loss=0.000549, step_regularization=0.00844, step_u_loss=0.132]
Train vKANPDE:  20%|█▉        | 1969/10000 [00:57<03:11, 41.91it/s, step_loss=0.231, step_pd_loss=0.0752, step_pde_loss=0.000326, step_regularization=0.00896, step_u_loss=0.156]
Train vKANPDE:  20%|█▉        | 1969/10000 [00:57<03:11, 41.91it/s, step_loss=0.182, step_pd_loss=0.0591, step_pde_loss=0.000281, step_regularization=0.00892, step_u_loss=0.122]
Train vKANPDE:  20%|█▉        | 1969/10000 [00:57<03:11, 41.91it/s, step_loss=0.193, step_pd_loss=0.0632, step_pde_loss=0.000589, step_regularization=0.00843, step_u_loss=0.13] 
Train vKANPDE:  20%|█▉        | 1969/10000 [00:57<03:11, 41.91it/s, step_loss=0.209, step_pd_loss=0.0692, step_pde_loss=0.000537, step_regularization=0.00841, step_u_loss=0.14]
Train vKANPDE:  20%|█▉        | 1974/10000 [00:57<03:12, 41.65it/s, step_loss=0.209, step_pd_loss=0.0692, step_pde_loss=0.000537, step_regularization=0.00841, step_u_loss=0.14]
Train vKANPDE:  20%|█▉        | 1974/10000 [00:57<03:12, 41.65it/s, step_loss=0.198, step_pd_loss=0.0648, step_pde_loss=0.000416, step_regularization=0.00893, step_u_loss=0.133]
Train vKANPDE:  20%|█▉        | 1974/10000 [00:57<03:12, 41.65it/s, step_loss=0.199, step_pd_loss=0.0665, step_pde_loss=0.000301, step_regularization=0.00891, step_u_loss=0.132]
Train vKANPDE:  20%|█▉        | 1974/10000 [00:57<03:12, 41.65it/s, step_loss=0.185, step_pd_loss=0.061, step_pde_loss=0.000567, step_regularization=0.00843, step_u_loss=0.124] 
Train vKANPDE:  20%|█▉        | 1974/10000 [00:57<03:12, 41.65it/s, step_loss=0.201, step_pd_loss=0.0655, step_pde_loss=0.000514, step_regularization=0.00842, step_u_loss=0.135]
Train vKANPDE:  20%|█▉        | 1974/10000 [00:57<03:12, 41.65it/s, step_loss=0.205, step_pd_loss=0.0681, step_pde_loss=0.000354, step_regularization=0.00894, step_u_loss=0.136]
Train vKANPDE:  20%|█▉        | 1979/10000 [00:57<03:09, 42.38it/s, step_loss=0.205, step_pd_loss=0.0681, step_pde_loss=0.000354, step_regularization=0.00894, step_u_loss=0.136]
Train vKANPDE:  20%|█▉        | 1979/10000 [00:57<03:09, 42.38it/s, step_loss=0.191, step_pd_loss=0.06, step_pde_loss=0.000311, step_regularization=0.0089, step_u_loss=0.13]    
Train vKANPDE:  20%|█▉        | 1979/10000 [00:57<03:09, 42.38it/s, step_loss=0.205, step_pd_loss=0.0665, step_pde_loss=0.000562, step_regularization=0.00842, step_u_loss=0.138]
Train vKANPDE:  20%|█▉        | 1979/10000 [00:57<03:09, 42.38it/s, step_loss=0.197, step_pd_loss=0.0668, step_pde_loss=0.00052, step_regularization=0.00841, step_u_loss=0.129] 
Train vKANPDE:  20%|█▉        | 1979/10000 [00:57<03:09, 42.38it/s, step_loss=0.189, step_pd_loss=0.061, step_pde_loss=0.000348, step_regularization=0.00892, step_u_loss=0.128]
Train vKANPDE:  20%|█▉        | 1979/10000 [00:57<03:09, 42.38it/s, step_loss=0.187, step_pd_loss=0.0666, step_pde_loss=0.000298, step_regularization=0.00888, step_u_loss=0.12]
Train vKANPDE:  20%|█▉        | 1984/10000 [00:57<03:07, 42.74it/s, step_loss=0.187, step_pd_loss=0.0666, step_pde_loss=0.000298, step_regularization=0.00888, step_u_loss=0.12]
Train vKANPDE:  20%|█▉        | 1984/10000 [00:57<03:07, 42.74it/s, step_loss=0.186, step_pd_loss=0.0621, step_pde_loss=0.000574, step_regularization=0.0084, step_u_loss=0.124]
Train vKANPDE:  20%|█▉        | 1984/10000 [00:57<03:07, 42.74it/s, step_loss=0.175, step_pd_loss=0.0634, step_pde_loss=0.000535, step_regularization=0.0084, step_u_loss=0.111]
Train vKANPDE:  20%|█▉        | 1984/10000 [00:58<03:07, 42.74it/s, step_loss=0.174, step_pd_loss=0.0614, step_pde_loss=0.000329, step_regularization=0.0089, step_u_loss=0.113]
Train vKANPDE:  20%|█▉        | 1984/10000 [00:58<03:07, 42.74it/s, step_loss=0.173, step_pd_loss=0.0598, step_pde_loss=0.00028, step_regularization=0.00887, step_u_loss=0.113]
Train vKANPDE:  20%|█▉        | 1984/10000 [00:58<03:07, 42.74it/s, step_loss=0.181, step_pd_loss=0.0671, step_pde_loss=0.000594, step_regularization=0.00839, step_u_loss=0.113]
Train vKANPDE:  20%|█▉        | 1989/10000 [00:58<03:05, 43.07it/s, step_loss=0.181, step_pd_loss=0.0671, step_pde_loss=0.000594, step_regularization=0.00839, step_u_loss=0.113]
Train vKANPDE:  20%|█▉        | 1989/10000 [00:58<03:05, 43.07it/s, step_loss=0.169, step_pd_loss=0.0602, step_pde_loss=0.00055, step_regularization=0.00839, step_u_loss=0.109] 
Train vKANPDE:  20%|█▉        | 1989/10000 [00:58<03:05, 43.07it/s, step_loss=0.171, step_pd_loss=0.0619, step_pde_loss=0.000317, step_regularization=0.00889, step_u_loss=0.109]
Train vKANPDE:  20%|█▉        | 1989/10000 [00:58<03:05, 43.07it/s, step_loss=0.174, step_pd_loss=0.0633, step_pde_loss=0.00027, step_regularization=0.00885, step_u_loss=0.11]  
Train vKANPDE:  20%|█▉        | 1989/10000 [00:58<03:05, 43.07it/s, step_loss=0.17, step_pd_loss=0.0604, step_pde_loss=0.000598, step_regularization=0.00839, step_u_loss=0.109]
Train vKANPDE:  20%|█▉        | 1989/10000 [00:58<03:05, 43.07it/s, step_loss=0.166, step_pd_loss=0.0626, step_pde_loss=0.000551, step_regularization=0.00838, step_u_loss=0.103]
Train vKANPDE:  20%|█▉        | 1994/10000 [00:58<03:07, 42.71it/s, step_loss=0.166, step_pd_loss=0.0626, step_pde_loss=0.000551, step_regularization=0.00838, step_u_loss=0.103]
Train vKANPDE:  20%|█▉        | 1994/10000 [00:58<03:07, 42.71it/s, step_loss=0.169, step_pd_loss=0.061, step_pde_loss=0.000319, step_regularization=0.00887, step_u_loss=0.108] 
Train vKANPDE:  20%|█▉        | 1994/10000 [00:58<03:07, 42.71it/s, step_loss=0.167, step_pd_loss=0.061, step_pde_loss=0.000274, step_regularization=0.00885, step_u_loss=0.106]
Train vKANPDE:  20%|█▉        | 1994/10000 [00:58<03:07, 42.71it/s, step_loss=0.165, step_pd_loss=0.0606, step_pde_loss=0.000586, step_regularization=0.00838, step_u_loss=0.104]
Train vKANPDE:  20%|█▉        | 1994/10000 [00:58<03:07, 42.71it/s, step_loss=0.162, step_pd_loss=0.0589, step_pde_loss=0.000535, step_regularization=0.00837, step_u_loss=0.102]
Train vKANPDE:  20%|█▉        | 1994/10000 [00:58<03:07, 42.71it/s, step_loss=0.163, step_pd_loss=0.0597, step_pde_loss=0.000338, step_regularization=0.00887, step_u_loss=0.103]
Train vKANPDE:  20%|█▉        | 1999/10000 [00:58<03:05, 43.15it/s, step_loss=0.163, step_pd_loss=0.0597, step_pde_loss=0.000338, step_regularization=0.00887, step_u_loss=0.103]
Train vKANPDE:  20%|█▉        | 1999/10000 [00:58<03:05, 43.15it/s, step_loss=0.165, step_pd_loss=0.0609, step_pde_loss=0.000298, step_regularization=0.00885, step_u_loss=0.104]
Train vKANPDE:  20%|█▉        | 1999/10000 [00:58<03:05, 43.15it/s, step_loss=0.166, step_pd_loss=0.0609, step_pde_loss=0.000564, step_regularization=0.00837, step_u_loss=0.104]
Train vKANPDE:  20%|█▉        | 1999/10000 [00:58<03:05, 43.15it/s, step_loss=0.16, step_pd_loss=0.059, step_pde_loss=0.000512, step_regularization=0.00836, step_u_loss=0.101]  
Train vKANPDE:  20%|█▉        | 1999/10000 [00:58<03:05, 43.15it/s, step_loss=0.163, step_pd_loss=0.0605, step_pde_loss=0.000356, step_regularization=0.00888, step_u_loss=0.102]
Train vKANPDE:  20%|█▉        | 1999/10000 [00:58<03:05, 43.15it/s, step_loss=0.161, step_pd_loss=0.0603, step_pde_loss=0.000315, step_regularization=0.00885, step_u_loss=0.1]  
Train vKANPDE:  20%|██        | 2004/10000 [00:58<03:07, 42.64it/s, step_loss=0.161, step_pd_loss=0.0603, step_pde_loss=0.000315, step_regularization=0.00885, step_u_loss=0.1]
Train vKANPDE:  20%|██        | 2004/10000 [00:58<03:07, 42.64it/s, step_loss=0.162, step_pd_loss=0.0594, step_pde_loss=0.00055, step_regularization=0.00835, step_u_loss=0.102]
Train vKANPDE:  20%|██        | 2004/10000 [00:58<03:07, 42.64it/s, step_loss=0.16, step_pd_loss=0.0588, step_pde_loss=0.000499, step_regularization=0.00834, step_u_loss=0.101]
Train vKANPDE:  20%|██        | 2004/10000 [00:58<03:07, 42.64it/s, step_loss=0.16, step_pd_loss=0.0602, step_pde_loss=0.00037, step_regularization=0.00886, step_u_loss=0.0995]
Train vKANPDE:  20%|██        | 2004/10000 [00:58<03:07, 42.64it/s, step_loss=0.162, step_pd_loss=0.0615, step_pde_loss=0.000327, step_regularization=0.00883, step_u_loss=0.0997]
Train vKANPDE:  20%|██        | 2004/10000 [00:58<03:07, 42.64it/s, step_loss=0.159, step_pd_loss=0.0586, step_pde_loss=0.000536, step_regularization=0.00834, step_u_loss=0.1]   
Train vKANPDE:  20%|██        | 2009/10000 [00:58<03:06, 42.76it/s, step_loss=0.159, step_pd_loss=0.0586, step_pde_loss=0.000536, step_regularization=0.00834, step_u_loss=0.1]
Train vKANPDE:  20%|██        | 2009/10000 [00:58<03:06, 42.76it/s, step_loss=0.162, step_pd_loss=0.0618, step_pde_loss=0.000488, step_regularization=0.00833, step_u_loss=0.0997]
Train vKANPDE:  20%|██        | 2009/10000 [00:58<03:06, 42.76it/s, step_loss=0.159, step_pd_loss=0.0582, step_pde_loss=0.000377, step_regularization=0.00885, step_u_loss=0.1]   
Train vKANPDE:  20%|██        | 2009/10000 [00:58<03:06, 42.76it/s, step_loss=0.16, step_pd_loss=0.0605, step_pde_loss=0.000332, step_regularization=0.00882, step_u_loss=0.0992]
Train vKANPDE:  20%|██        | 2009/10000 [00:58<03:06, 42.76it/s, step_loss=0.158, step_pd_loss=0.0586, step_pde_loss=0.000533, step_regularization=0.00832, step_u_loss=0.0984]
Train vKANPDE:  20%|██        | 2009/10000 [00:58<03:06, 42.76it/s, step_loss=0.159, step_pd_loss=0.0606, step_pde_loss=0.000486, step_regularization=0.00831, step_u_loss=0.0979]
Train vKANPDE:  20%|██        | 2014/10000 [00:58<03:05, 43.01it/s, step_loss=0.159, step_pd_loss=0.0606, step_pde_loss=0.000486, step_regularization=0.00831, step_u_loss=0.0979]
Train vKANPDE:  20%|██        | 2014/10000 [00:58<03:05, 43.01it/s, step_loss=0.157, step_pd_loss=0.0588, step_pde_loss=0.000378, step_regularization=0.00884, step_u_loss=0.0978]
Train vKANPDE:  20%|██        | 2014/10000 [00:58<03:05, 43.01it/s, step_loss=0.157, step_pd_loss=0.0594, step_pde_loss=0.000332, step_regularization=0.0088, step_u_loss=0.097]  
Train vKANPDE:  20%|██        | 2014/10000 [00:58<03:05, 43.01it/s, step_loss=0.156, step_pd_loss=0.0585, step_pde_loss=0.00053, step_regularization=0.00831, step_u_loss=0.0972]
Train vKANPDE:  20%|██        | 2014/10000 [00:58<03:05, 43.01it/s, step_loss=0.158, step_pd_loss=0.0596, step_pde_loss=0.000486, step_regularization=0.0083, step_u_loss=0.0976]
Train vKANPDE:  20%|██        | 2014/10000 [00:58<03:05, 43.01it/s, step_loss=0.157, step_pd_loss=0.0584, step_pde_loss=0.000378, step_regularization=0.00882, step_u_loss=0.0982]
Train vKANPDE:  20%|██        | 2019/10000 [00:58<03:08, 42.40it/s, step_loss=0.157, step_pd_loss=0.0584, step_pde_loss=0.000378, step_regularization=0.00882, step_u_loss=0.0982]
Train vKANPDE:  20%|██        | 2019/10000 [00:58<03:08, 42.40it/s, step_loss=0.158, step_pd_loss=0.0588, step_pde_loss=0.00033, step_regularization=0.00879, step_u_loss=0.0987] 
Train vKANPDE:  20%|██        | 2019/10000 [00:58<03:08, 42.40it/s, step_loss=0.159, step_pd_loss=0.0593, step_pde_loss=0.000531, step_regularization=0.0083, step_u_loss=0.0995]
Train vKANPDE:  20%|██        | 2019/10000 [00:58<03:08, 42.40it/s, step_loss=0.165, step_pd_loss=0.061, step_pde_loss=0.000485, step_regularization=0.0083, step_u_loss=0.103]  
Train vKANPDE:  20%|██        | 2019/10000 [00:58<03:08, 42.40it/s, step_loss=0.162, step_pd_loss=0.0584, step_pde_loss=0.000377, step_regularization=0.0088, step_u_loss=0.103]
Train vKANPDE:  20%|██        | 2019/10000 [00:58<03:08, 42.40it/s, step_loss=0.17, step_pd_loss=0.0623, step_pde_loss=0.000331, step_regularization=0.00877, step_u_loss=0.108]
Train vKANPDE:  20%|██        | 2024/10000 [00:58<03:06, 42.80it/s, step_loss=0.17, step_pd_loss=0.0623, step_pde_loss=0.000331, step_regularization=0.00877, step_u_loss=0.108]
Train vKANPDE:  20%|██        | 2024/10000 [00:58<03:06, 42.80it/s, step_loss=0.166, step_pd_loss=0.0588, step_pde_loss=0.00053, step_regularization=0.00829, step_u_loss=0.106]
Train vKANPDE:  20%|██        | 2024/10000 [00:58<03:06, 42.80it/s, step_loss=0.178, step_pd_loss=0.0653, step_pde_loss=0.000485, step_regularization=0.00828, step_u_loss=0.112]
Train vKANPDE:  20%|██        | 2024/10000 [00:58<03:06, 42.80it/s, step_loss=0.171, step_pd_loss=0.0588, step_pde_loss=0.000376, step_regularization=0.00878, step_u_loss=0.112]
Train vKANPDE:  20%|██        | 2024/10000 [00:58<03:06, 42.80it/s, step_loss=0.191, step_pd_loss=0.0683, step_pde_loss=0.000328, step_regularization=0.00875, step_u_loss=0.122]
Train vKANPDE:  20%|██        | 2024/10000 [00:58<03:06, 42.80it/s, step_loss=0.177, step_pd_loss=0.058, step_pde_loss=0.000534, step_regularization=0.00828, step_u_loss=0.118] 
Train vKANPDE:  20%|██        | 2029/10000 [00:58<03:05, 42.93it/s, step_loss=0.177, step_pd_loss=0.058, step_pde_loss=0.000534, step_regularization=0.00828, step_u_loss=0.118]
Train vKANPDE:  20%|██        | 2029/10000 [00:59<03:05, 42.93it/s, step_loss=0.192, step_pd_loss=0.0691, step_pde_loss=0.000491, step_regularization=0.00827, step_u_loss=0.122]
Train vKANPDE:  20%|██        | 2029/10000 [00:59<03:05, 42.93it/s, step_loss=0.161, step_pd_loss=0.0576, step_pde_loss=0.000369, step_regularization=0.00876, step_u_loss=0.103]
Train vKANPDE:  20%|██        | 2029/10000 [00:59<03:05, 42.93it/s, step_loss=0.157, step_pd_loss=0.0589, step_pde_loss=0.000323, step_regularization=0.00873, step_u_loss=0.098]
Train vKANPDE:  20%|██        | 2029/10000 [00:59<03:05, 42.93it/s, step_loss=0.172, step_pd_loss=0.0645, step_pde_loss=0.000539, step_regularization=0.00827, step_u_loss=0.107]
Train vKANPDE:  20%|██        | 2029/10000 [00:59<03:05, 42.93it/s, step_loss=0.169, step_pd_loss=0.0571, step_pde_loss=0.000494, step_regularization=0.00826, step_u_loss=0.111]
